tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,director_id,director_ids
23742,Cop Out,2010-02-26,107.0,en,30000000.0,55600000.0,6.6168,5.548,1674,Action; Comedy; Crime,US,Marc Platt Productions,2527,,,Kevin Smith,Bruce Willis; Tracy Morgan; Adam Brody; Kevin Pollak; Ana de la Reguera; Guillermo Díaz; Seann William Scott; Rashida Jones; Jason Lee; Susie Essman,62; 56903; 11702; 7166; 57409; 8695; 57599; 80591; 11662; 56910,2010,1.0,19303.0,19303
23759,Centurion,2010-02-15,97.0,en,12000000.0,6890432.0,7.6806,6.246,1610,Adventure; Action; Drama,FR; GB,UK Film Council; Celador Films; Pathé,2452; 3573; 7981,,,Neil Marshall,Michael Fassbender; Olga Kurylenko; David Morrissey; Liam Cunningham; Dominic West; Imogen Poots; Ulrich Thomsen; JJ Feild; Noel Clarke; Riz Ahmed,17288; 18182; 18616; 15498; 17287; 17606; 4455; 30710; 76242; 53240,2010,0.0,57581.0,57581
23830,Last Night,2010-11-05,93.0,en,7000000.0,7644937.0,5.7206,6.147,832,Drama; Romance,FR; US,Gaumont; Nick Wechsler Productions; Star Entertainment; Westbourne Films,9; 8073; 23035; 147243,,,Massy Tadjedin,Keira Knightley; Sam Worthington; Eva Mendes; Guillaume Canet; Griffin Dunne; Stephanie Romanov; Anson Mount; Scott Adsit; Daniel Eric Gold; Justine Cotsonas,116; 65731; 8170; 19866; 2171; 159485; 56675; 66580; 182280; 144577,2010,1.0,90607.0,90607
24021,The Twilight Saga: Eclipse,2010-06-23,124.0,en,68000000.0,698491347.0,17.2003,6.2,9371,Adventure; Fantasy; Drama; Romance,US,Summit Entertainment; Temple Hill Entertainment; Imprint Entertainment; Maverick Films; Sunswept Entertainment,491; 12292; 5218; 4000; 5219,33514.0,Twilight Collection,David Slade,Kristen Stewart; Robert Pattinson; Taylor Lautner; Bryce Dallas Howard; Dakota Fanning; Billy Burke; Peter Facinelli; Elizabeth Reaser; Jackson Rathbone; Kellan Lutz,37917; 11288; 84214; 18997; 501; 21029; 56857; 53755; 84215; 34502,2010,1.0,27571.0,27571
24428,The Avengers,2012-04-25,143.0,en,220000000.0,1518815515.0,81.7773,8.073,39579,Science Fiction; Action; Adventure,US,Marvel Studios,420,86311.0,The Avengers Collection,Joss Whedon,Robert Downey Jr.; Chris Evans; Mark Ruffalo; Chris Hemsworth; Scarlett Johansson; Jeremy Renner; Tom Hiddleston; Clark Gregg; Cobie Smulders; Stellan Skarsgård,3223; 16828; 103; 74568; 1245; 17604; 91606; 9048; 71189; 1640,2012,1.0,12891.0,12891
25195,Leap Year,2010-01-08,100.0,en,19000000.0,32686500.0,7.2931,6.894,2204,Romance; Comedy,IE; US,Birnbaum/Barber Productions; Universal Pictures; Spyglass Entertainment; Octagon Films; BenderSpink,58262; 33; 158; 1266; 6363,,,Anand Tucker,Amy Adams; Matthew Goode; Adam Scott; John Lithgow; Noel O'Donovan; Tony Rohr; Pat Laffan; Alan Devlin; Ian McElhinney; Dominique McElligott,9273; 1247; 36801; 12074; 150584; 44930; 188468; 43139; 43138; 115146,2010,1.0,26481.0,26481
26022,My Name Is Khan,2010-02-10,165.0,hi,12000000.0,42345360.0,9.4771,8.0,1494,Drama; Romance,CN; IN; AE; US,Dharma Productions; Fox Searchlight Pictures; Red Chillies Entertainment; Fox Star Studios; Image Nation Abu Dhabi; Fox International Productions; Mandate International; Star China Media; Bollywood Hollywood Productions; FilmyBox Movies; Sony Music,19146; 43; 2343; 12154; 6736; 7485; 181992; 214866; 273774; 70347; 102223,,,Karan Johar,Shah Rukh Khan; Kajol; Arjan Aujla; Jimmy Shergill; Sonya Jehan; Zarina Wahab; Adarsh Gourav; Tanay Chheda; Yuvan Makar; Kenton Duty,35742; 55061; 4115011; 35792; 1332866; 94567; 1605786; 52771; 4115012; 98286,2010,1.0,35736.0,35736
26388,Buried,2010-09-24,95.0,en,1987650.0,19152480.0,9.8743,6.636,3126,Thriller,ES; US; FR; GB,Versus Entertainment; The Safran Company; Dark Trick Films,11564; 11565; 11566,,,Rodrigo Cortés,Ryan Reynolds; José Luis García Pérez; Robert Paterson; Stephen Tobolowsky; Samantha Mathis; Ivana Miño; Warner Loughlin; Erik Palladino; Kali Rocha; Chris William Martin,10859; 43323; 559068; 537; 20767; 1040499; 194641; 43902; 149665; 152820,2010,1.0,95320.0,95320
26389,From Paris with Love,2010-02-04,92.0,en,52000000.0,52800000.0,14.6028,6.462,2434,Action; Crime; Thriller,GB; FR,M6; M6 Films; TPS Star; Grive Productions; EuropaCorp; Apipoulaï Prod; W9; Canal+,11261; 1115; 6586; 6877; 6896; 1076; 34774; 104,,,Pierre Morel,John Travolta; Jonathan Rhys Meyers; Kasia Smutniak; Richard Durden; Bing Yin; Amber Rose Revah; Éric Godon; François Bredon; Chems Dahmani; Sami Darr,8891; 1244; 120832; 120833; 1019987; 574378; 145299; 1637449; 82318; 1068891,2010,1.0,35453.0,35453
26390,Brooklyn's Finest,2010-03-04,132.0,en,17000000.0,45700000.0,7.3525,6.291,1018,Crime; Drama; Thriller,US,Nu Image; Langley Productions; Fuqua Films; Millennium Media; Thunder Road,925; 2435; 8151; 1020; 3528,,,Antoine Fuqua,Richard Gere; Don Cheadle; Ethan Hawke; Wesley Snipes; Vincent D'Onofrio; Ellen Barkin; Michael Kenneth Williams; Shannon Kane; Brían F. O'Byrne; Will Patton,1205; 1896; 569; 10814; 7132; 6913; 39390; 145145; 31713; 883,2010,1.0,20907.0,20907
27022,The Sorcerer's Apprentice,2010-07-13,109.0,en,150000000.0,215300000.0,13.1594,6.145,5370,Fantasy; Adventure; Action,US,Walt Disney Pictures; Jerry Bruckheimer Films; Saturn Films; Broken Road Productions; Junction Entertainment,2; 130; 831; 8000; 19097,,,Jon Turteltaub,Nicolas Cage; Jay Baruchel; Alfred Molina; Teresa Palmer; Toby Kebbell; Omar Benson Miller; Monica Bellucci; Alice Krige; Robert Capron; James A. Stephens,2963; 449; 658; 20374; 20286; 334; 28782; 2506; 111922; 1187835,2010,1.0,12962.0,12962
27205,Inception,2010-07-15,148.0,en,160000000.0,839030630.0,55.7202,8.372,40081,Action; Science Fiction; Adventure,GB; US,Legendary Pictures; Syncopy; Warner Bros. Pictures,923; 9996; 174,,,Christopher Nolan,Leonardo DiCaprio; Joseph Gordon-Levitt; Ken Watanabe; Tom Hardy; Elliot Page; Dileep Rao; Cillian Murphy; Tom Berenger; Marion Cotillard; Pete Postlethwaite,6193; 24045; 3899; 2524; 27578; 95697; 2037; 13022; 8293; 4935,2010,1.0,525.0,525
27569,Extraordinary Measures,2010-01-21,106.0,en,31000000.0,15134293.0,4.5137,6.298,356,Drama,US,Double Feature Films; CBS Films,215; 5490,,,Tom Vaughan,Brendan Fraser; Harrison Ford; Keri Russell; Courtney B. Vance; Meredith Droeger; Diego Velazquez; Jared Harris; Patrick Bauchau; Alan Ruck; David Clennon,18269; 3; 41292; 24047; 135164; 1567479; 15440; 5274; 2394; 15412,2010,0.0,56717.0,56717
27573,The Bounty Hunter,2010-03-16,110.0,en,40000000.0,136300000.0,8.2608,5.851,3112,Action; Comedy; Romance,US,Original Film; Relativity Media; Columbia Pictures,333; 7295; 5,,,Andy Tennant,Jennifer Aniston; Gerard Butler; Jason Sudeikis; Jeff Garlin; Ritchie Coster; Cathy Moriarty; Peter Greene; Joel Marsh Garland; Dorian Missick; Siobhan Fallon Hogan,4491; 17276; 58224; 60074; 13939; 14702; 11803; 88550; 26718; 6751,2010,1.0,17167.0,17167
27576,Salt,2010-07-21,100.0,en,110000000.0,293329073.0,10.2699,6.417,6052,Action; Mystery; Thriller,US,Wintergreen Productions; Columbia Pictures; Relativity Media; di Bonaventura Pictures,11845; 5; 7295; 435,,,Phillip Noyce,Angelina Jolie; Liev Schreiber; Chiwetel Ejiofor; Daniel Olbrychski; August Diehl; Daniel Pearce; Hunt Block; Andre Braugher; Olek Krupa; Cassidy Hinkle,11701; 23626; 5294; 7107; 6091; 1116905; 44826; 6861; 53573; 118377,2010,1.0,13015.0,13015
27578,The Expendables,2010-08-07,103.0,en,80000000.0,274470394.0,22.3871,6.251,8446,Thriller; Adventure; Action,US; BG; DE,Nimar Studios; Rogue Marble; Millennium Media; Lionsgate; Nu Image Entertainment,7636; 696; 1020; 1632; 263345,126125.0,The Expendables Collection,Sylvester Stallone,Sylvester Stallone; Jason Statham; Jet Li; Dolph Lundgren; Eric Roberts; Randy Couture; Steve Austin; David Zayas; Giselle Itié; Charisma Carpenter,16483; 976; 1336; 16644; 21315; 74748; 77120; 22821; 99414; 126502,2010,1.0,16483.0,16483
27579,The American,2010-08-31,104.0,en,20000000.0,67900000.0,9.2236,6.005,1556,Crime; Drama; Thriller,GB; US,Twins Financing; This is that; Focus Features; Greenlit Rights; Smokehouse Pictures,20899; 10059; 10146; 72503; 1782,,,Anton Corbijn,George Clooney; Violante Placido; Thekla Reuten; Paolo Bonacelli; Johan Leysen; Irina Björklund; Lars Hjelm; Björn Granath; Giorgio Gobbi; Silvana Bosi,1461; 44649; 45749; 4819; 53904; 85386; 1280827; 55002; 226029; 7556,2010,1.0,45052.0,45052
27581,The Other Guys,2010-08-06,107.0,en,100000000.0,170432927.0,12.3714,6.335,4672,Comedy; Action; Crime,US,Columbia Pictures; Gary Sanchez Productions; Mosaic Media Group,5; 4740; 748,,,Adam McKay,Will Ferrell; Mark Wahlberg; Eva Mendes; Michael Keaton; Steve Coogan; Ray Stevenson; Samuel L. Jackson; Dwayne Johnson; Lindsay Sloane; Natalie Zea,23659; 13240; 8170; 2232; 4581; 56614; 2231; 18918; 41662; 97406,2010,1.0,55710.0,55710
27582,The Mechanic,2011-01-13,93.0,en,40000000.0,51070807.0,12.5439,6.546,3697,Action; Thriller; Crime,US; DE,CBS Films; Millennium Media; Nu Image Entertainment; Winkler Films,5490; 1020; 263345; 8880,280504.0,Mechanic Collection,Simon West,Jason Statham; Ben Foster; Donald Sutherland; Mini Anden; Tony Goldwyn; Christa Campbell; Katarzyna Wolejnio; Jeff Chase; Eddie J. Fernandez; John McConnell,976; 11107; 55636; 142953; 3417; 85178; 90113; 56448; 18300; 16459,2011,1.0,12786.0,12786
27585,Rabbit Hole,2010-12-16,91.0,en,5000000.0,5144717.0,7.0826,6.634,678,Drama,US,Olympus Pictures; OddLot Entertainment; Blossom Films,7400; 3263; 32537,,,John Cameron Mitchell,Nicole Kidman; Aaron Eckhart; Dianne Wiest; Miles Teller; Tammy Blanchard; Sandra Oh; Giancarlo Esposito; Jon Tenney; Stephen Mailer; Mike Doyle,2227; 6383; 1902; 996701; 16859; 25540; 4808; 4602; 170977; 27107,2010,1.0,17114.0,17114
28211,Chloe,2010-02-25,96.0,en,14000000.0,13657649.0,7.1059,6.138,1916,Drama; Thriller; Mystery,US; FR,StudioCanal; The Montecito Picture Company,694; 2364,,,Atom Egoyan,Amanda Seyfried; Julianne Moore; Liam Neeson; Max Thieriot; R.H. Thomson; Nina Dobrev; Mishu Vellani; Julie Khaner; Laura de Carteret; Tiffany Lyndall-Knight,71070; 1231; 3896; 41883; 91600; 19961; 125579; 12487; 63858; 125581,2010,0.0,56205.0,56205
28510,Universal Soldier: Regeneration,2010-02-23,97.0,en,14000000.0,153977852.0,4.8432,5.7,509,Adventure; Action; Science Fiction; Thriller,US,Foresight Unlimited; Signature Entertainment; Baumgarten Management and Productions (BMP); Unisol 3 Distribution,21897; 23770; 23423; 23867,10713.0,Universal Soldier Collection,John Hyams,Jean-Claude Van Damme; Dolph Lundgren; Andrei Arlovski; Mike Pyle; Corey Johnson; Garry Cooper; Emily Joyce; Zahari Baharov; Aki Avni; Kerry Shale,15111; 16644; 78552; 101033; 17199; 27323; 42610; 84197; 52686; 101034,2010,1.0,62941.0,62941
29427,The Crazies,2010-02-26,101.0,en,20000000.0,54956140.0,7.9191,6.305,2347,Mystery; Horror; Action,AE; US,Penn Station Entertainment; Participant; Overture Films; Image Nation Abu Dhabi; Paramount Vantage,4916; 6735; 12807; 6736; 838,,,Breck Eisner,Timothy Olyphant; Radha Mitchell; Joe Anderson; Danielle Panabaker; Joe Reegan; Glenn Morshower; Gregory Sporleder; Lynn Lowry; Christie Lynn Smith; Brett Rickaby,18082; 8329; 29234; 31838; 103834; 12797; 10000; 98420; 103832; 12549,2010,1.0,52609.0,52609
30618,Bunraku,2010-09-01,125.0,en,25000000.0,129706.0,4.3181,5.834,365,Thriller; Action; Drama,US; RO,Picturesque Films; Outpost Studios; Snoot Entertainment; Ram Bergman Productions,23398; 25886; 15159; 11092,,,Guy Moshe,Josh Hartnett; Demi Moore; Woody Harrelson; Ron Perlman; GACKT; Shun Sugata; Jordi Mollà; Emily Kaiho; Kevin McKidd; Shahar Sorek,2299; 3416; 57755; 2372; 106590; 9193; 31384; 562260; 9013; 507797,2010,0.0,145612.0,145612
30675,Planet Hulk,2010-02-02,81.0,en,,7000000.0,8.4321,7.115,567,Science Fiction; Animation; Action,US,Marvel Animation; Lionsgate; MLG Productions 8,13252; 1632; 213003,,,Sam Liu,Rick D. Wasserman; Lisa Ann Beley; Mark Hildreth; Liam O'Brien; Kevin Michael Richardson; Sam Vincent; Advah Soudack; Michael Kopsa; Paul Dobson; Marc Worden,106774; 89545; 59311; 89966; 24362; 106776; 106777; 583061; 52283; 31536,2010,,90367.0,90367
31867,Repo Men,2010-03-18,111.0,en,32000000.0,18409891.0,7.5333,6.336,2171,Action; Science Fiction; Thriller; Crime,CA; US; GB; JP,Relativity Media; Stuber Pictures; Universal Pictures,7295; 4403; 33,,,Miguel Sapochnik,Jude Law; Forest Whitaker; Liev Schreiber; Alice Braga; Carice van Houten; Liza Lapira; Yvette Nicole Brown; RZA; Chandler Canterbury; Joe Pingue,9642; 2178; 23626; 8602; 23229; 51998; 111513; 150; 77334; 86237,2010,0.0,114404.0,114404
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,118.0,en,95000000.0,226497209.0,15.7694,6.215,7935,Adventure; Fantasy; Family,US,1492 Pictures; Sunswept Entertainment; Dune Entertainment,436; 5219; 444,179919.0,Percy Jackson Collection,Chris Columbus,Logan Lerman; Brandon T. Jackson; Alexandra Daddario; Jake Abel; Pierce Brosnan; Sean Bean; Steve Coogan; Rosario Dawson; Melina Kanakaredes; Catherine Keener,33235; 53336; 109513; 105727; 517; 48; 4581; 5916; 25972; 2229,2010,1.0,10965.0,10965
32823,Get Him to the Greek,2010-06-03,109.0,en,40000000.0,90029656.0,6.0014,5.96,1993,Adventure; Comedy; Music,US,Apatow Productions; Universal Pictures; Relativity Media; Spyglass Entertainment,10105; 33; 7295; 158,,,Nicholas Stoller,Jonah Hill; Russell Brand; Rose Byrne; Elisabeth Moss; Tyler McKinney; Zoe Salmon; Lino Facioli; Eric Marshall; Lars Ulrich; Mario López,21007; 59919; 9827; 32798; 3856045; 1220256; 1014926; 3856049; 69230; 19185,2010,1.0,52934.0,52934
32856,Valentine's Day,2010-02-10,125.0,en,52000000.0,216528528.0,8.8972,5.929,3210,Comedy; Romance,US,Karz Entertainment; Rice Films,4194; 60018,,,Garry Marshall,Jessica Alba; Kathy Bates; Jessica Biel; Bradley Cooper; Eric Dane; Patrick Dempsey; Héctor Elizondo; Jamie Foxx; Jennifer Garner; Topher Grace,56731; 8534; 10860; 51329; 58115; 18352; 1210; 134; 9278; 17052,2010,1.0,1201.0,1201
33217,Diary of a Wimpy Kid,2010-03-19,92.0,en,15000000.0,75700000.0,8.5958,6.283,1824,Comedy; Family,GB; US,Dayday Films; Color Force; Dune Entertainment; Fox 2000 Pictures,8569; 5420; 444; 711,86110.0,Diary of a Wimpy Kid Collection,Thor Freudenthal,Zachary Gordon; Robert Capron; Steve Zahn; Devon Bostick; Rachael Harris; Chloë Grace Moretz; Laine MacNeil; Andrew McNee; Connor Fielding; Owen Fielding,89819; 111922; 18324; 90498; 46074; 56734; 84468; 111931; 858704; 1769435,2010,1.0,109857.0,109857
33909,Wall Street: Money Never Sleeps,2010-09-20,133.0,en,70000000.0,134748021.0,7.5658,6.09,1734,Drama; Crime,US,Pressman Film; Dune Entertainment III; Dune Entertainment; 20th Century Fox,6455; 6332; 444; 25,52783.0,Wall Street Collection,Oliver Stone,Michael Douglas; Shia LaBeouf; Josh Brolin; Carey Mulligan; Frank Langella; Susan Sarandon; Eli Wallach; Vanessa Ferlito; Jason Clarke; Alexander Wraith,3392; 10959; 16851; 36662; 8924; 4038; 3265; 20491; 76512; 118753,2010,1.0,1152.0,1152
34016,She's Out of My League,2010-03-11,104.0,en,20000000.0,49800000.0,8.7659,6.5,2395,Romance; Comedy,US,Paramount Pictures; DreamWorks Pictures; Mosaic Media Group,4; 7; 748,,,Jim Field Smith,Jay Baruchel; Alice Eve; T.J. Miller; Nate Torrence; Mike Vogel; Lindsay Sloane; Krysten Ritter; Kim Shaw; Geoff Stults; Kyle Bornheimer,449; 59860; 51990; 41565; 6858; 41662; 78080; 111685; 22128; 1215836,2010,1.0,111686.0,111686
34134,Barbie in A Mermaid Tale,2010-01-25,75.0,en,,16441438.0,5.7619,7.26,821,Animation; Family; Fantasy,US,Rainmaker Entertainment; Mattel,102897; 6220,422361.0,Barbie A Mermaid Tale Collection,Adam Wood,Kelly Sheridan; Kathleen Barr; Tabitha St. Germain; Peter Mel; Nakia Burrise; Maryke Hendrikse; Emma Pierson; Ciara Janson; Garry Chalk; Nicole Oliver,74358; 45923; 74360; 108338; 50097; 85432; 28475; 1221471; 26089; 74370,2010,,8054.0,8054
34544,The A-Team,2010-06-09,117.0,en,110000000.0,177238796.0,12.6666,6.418,5106,Action; Comedy; Crime,GB; US,Phoenix Film Partners; Dune Entertainment; Stephen J. Cannell Productions; Top Cow Productions; Scott Free Productions; Big Screen Productions; 20th Century Fox; Ingenious Media,10908; 444; 5585; 2528; 1645; 10893; 25; 290,,,Joe Carnahan,Liam Neeson; Bradley Cooper; Jessica Biel; Quinton 'Rampage' Jackson; Sharlto Copley; Patrick Wilson; Gerald McRaney; Henry Czerny; Yul Vazquez; Brian Bloom,3896; 51329; 10860; 78811; 82191; 17178; 29512; 15319; 75604; 4753,2010,1.0,40223.0,40223
34647,Enter the Void,2010-05-05,161.0,en,13000000.0,754249.0,8.3881,7.279,2044,Fantasy; Drama,FR; DE; IT,Fidélité Films; Wild Bunch; BUF; Les Cinémas de la Zone; Essential Filmproduktion; BiM Distribuzione; Paranoia Films,2927; 856; 26064; 1157; 20691; 225; 295257,,,Gaspar Noé,Paz de la Huerta; Nathaniel Brown; Cyril Roy; Olly Alexander; Masato Tanno; Ed Spear; Emily Alyn Lind; Jesse Kuhn; Nobuko Imai; Sakiko Fukuhara,59882; 112741; 112745; 89823; 545627; 112744; 112742; 112743; 1269571; 2894431,2010,0.0,14597.0,14597
34803,Death at a Funeral,2010-04-15,92.0,en,21000000.0,49050886.0,5.5626,5.876,1096,Comedy,US,Parabolic Pictures; Wonderful Films; Stable Way Entertainment; Sidney Kimmel Entertainment,1012; 61018; 1013; 737,,,Neil LaBute,Chris Rock; Martin Lawrence; Zoe Saldaña; Tracy Morgan; Regina Hall; James Marsden; Luke Wilson; Columbus Short; Peter Dinklage; Danny Glover,2632; 78029; 8691; 56903; 35705; 11006; 36422; 31132; 22970; 2047,2010,1.0,58689.0,58689
34806,The Back-Up Plan,2010-04-23,106.0,en,35000000.0,77477008.0,6.0353,6.125,1508,Comedy; Romance,US,Escape Artists; CBS Films,1423; 5490,,,Alan Poul,Jennifer Lopez; Alex O'Loughlin; Michaela Watkins; Eric Christian Olsen; Anthony Anderson; Noureen DeWulf; Melissa McCarthy; Tom Bosley; Maribeth Monroe; Danneel Ackles,16866; 41297; 113224; 29020; 18471; 66524; 55536; 41217; 207250; 81164,2010,1.0,113225.0,113225
34813,The Losers,2010-04-23,97.0,en,25000000.0,23580000.0,11.0075,6.26,2040,Action; Adventure; Crime; Mystery; Thriller,US; FR,Dark Castle Entertainment; Weed Road Pictures; Warner Bros. Pictures; DC Vertigo,1786; 433; 174; 165407,,,Sylvain White,Jeffrey Dean Morgan; Zoe Saldaña; Chris Evans; Idris Elba; Columbus Short; Óscar Jaenada; Jason Patric; Holt McCallany; Peter Macdissi; Peter Francis James,47296; 8691; 16828; 17605; 31132; 59129; 12261; 7497; 64147; 113230,2010,0.0,31119.0,31119
34851,Predators,2010-07-07,107.0,en,40000000.0,127233108.0,12.4517,6.305,4766,Science Fiction; Action; Thriller,US,Davis Entertainment; 20th Century Fox; Dune Entertainment; Troublemaker Studios,1302; 25; 444; 10807,399.0,Predator Collection,Nimród Antal,Adrien Brody; Topher Grace; Alice Braga; Walton Goggins; Oleg Taktarov; Laurence Fishburne; Danny Trejo; Louis Ozawa; Mahershala Ali; Carey Jones,3490; 17052; 8602; 27740; 77351; 2975; 11160; 113308; 932967; 1015924,2010,1.0,41671.0,41671
35019,Nanny McPhee and the Big Bang,2010-03-26,109.0,en,35000000.0,93251121.0,12.2169,6.331,1985,Comedy; Fantasy; Family,US; GB; FR,Three Strange Angels; Relativity Media; Working Title Films; StudioCanal; Universal Pictures,1973; 7295; 10163; 694; 33,35792.0,Nanny McPhee Collection,Susanna White,Emma Thompson; Asa Butterfield; Lil Woods; Oscar Steer; Rosie Taylor-Ritson; Eros Vlahos; Ralph Fiennes; Maggie Gyllenhaal; Maggie Smith; Rhys Ifans,7056; 77996; 937684; 1548525; 1870714; 81269; 5469; 1579; 10978; 7026,2010,1.0,113600.0,113600
35056,Date Night,2010-04-08,88.0,en,55000000.0,152300000.0,7.3027,6.115,3135,Comedy; Action; Adventure,US,Dune Entertainment; 21 Laps Entertainment; 20th Century Fox,444; 2575; 25,,,Shawn Levy,Steve Carell; Tina Fey; Mark Wahlberg; Taraji P. Henson; Jimmi Simpson; Common; William Fichtner; Leighton Meester; JB Smoove; Kristen Wiig,4495; 56323; 13240; 40036; 22125; 4238; 886; 85825; 65920; 41091,2010,1.0,17825.0,17825
35552,The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09,107.0,fr,25000000.0,34604339.0,9.8788,6.268,1510,Fantasy; Adventure; Action; Mystery,FR,EuropaCorp; Apipoulaï Prod; TF1 Films Production,6896; 1076; 356,,,Luc Besson,Louise Bourgoin; Mathieu Amalric; Gilles Lellouche; Jean-Paul Rouve; Jacky Nercessian; Philippe Nahon; Nicolas Giraud; Laure de Clermont-Tonnerre; Gérard Chaillou; Serge Bagdassarian,78216; 8789; 54291; 16922; 212083; 5444; 143389; 131827; 19371; 1151455,2010,1.0,59.0,59
35688,Why Did I Get Married Too?,2010-04-02,121.0,en,20000000.0,60673972.0,4.3094,6.506,170,Comedy; Romance,US,Lions Gate Films; Tyler Perry Studios,35; 3096,143588.0,Why Did I Get Married Collection,Tyler Perry,Tyler Perry; Janet Jackson; Jill Scott; Sharon Leal; Malik Yoba; Richard T. Jones; Tasha Smith; Michael Jai White; Lamman Rucker; Louis Gossett Jr.,80602; 54421; 4721; 15566; 12977; 55755; 74610; 64856; 1218183; 20959,2010,1.0,80602.0,80602
